chromosome	position
3	192782567
3	192783290
3	192784923
3	193059108
3	193084281
3	193096267
3	193105272
3	193114336
3	193234529
3	193260797
3	193377390
3	194011475
3	194054052
3	194170201
3	194331273
3	194337706
3	194337768
3	194338066
3	194354432
3	194424679
3	194466767
3	194549096
3	194820115
3	194803727
3	194803676
3	194927949
3	195262398
3	195379824
3	195377741
3	195318901
3	195316041
3	195399352
3	195420648
3	195512547
3	195607872
3	195612086
3	195651099
3	195750005
3	195925186
3	195927321
3	195930814
3	196052458
3	196091378
3	196144550
3	196147847
3	196154842
3	196198683
3	196202958
3	196431146
3	196435402
3	196445983
3	196559655
3	196563210
3	196569483
3	196687857
3	196694991
3	196721689
3	196872011
3	197016004
3	197016376
3	197018310
3	197252279
3	197326655
3	197374542
3	197385300
3	197389609
3	197407189
3	197684297
3	197715215
3	197719259
3	198035157
3	198037712
3	198038661
3	198039525
3	198041510
3	198143764
3	198391556
3	198391588
3	198391807
3	198392295
3	198520055
3	198580608
3	198588829
3	198600428
3	199028248
3	199237227
3	199244081
3	199244715
3	199244757
3	199248941
3	199250597
3	199250779
3	199254819
3	199484060
3	199484261
3	199489206
3	199556761
3	199621919
3	199649667
3	199649986
3	199953486
3	200068597
3	200135140
3	200136100
3	200311070
3	200347310
3	200382381
3	200382891
3	200396129
3	200426061
3	200702414
3	201249293
3	201330798
3	201331113
3	201463439
3	201536245
3	201538048
3	201538842
3	201541112
3	201603972
3	201685610
3	201932462
3	202136982
3	202184613
3	202184988
3	202542357
3	202558770
3	202762352
3	202763772
3	202766729
3	202768746
3	202830926
3	202838971
3	202845141
3	202928624
3	202928946
3	202930854
3	202950603
3	203290535
3	203465196
3	203509046
3	203522244
3	203683679
3	203751605
3	203752317
3	203760680
3	203895038
3	204283178
3	204286171
3	204298086
3	204356648
3	204359022
3	204373355
3	204433148
3	204457796
3	204460779
3	204461420
3	204462195
3	204579880
3	204994023
3	204999277
3	205007622
3	205146834
3	205260852
3	205260873
3	205347960
3	205395271
3	205395828
3	205694227
3	205818059
3	205897844
3	205970789
3	206201434
3	206260415
3	206261887
3	206322132
3	206382705
3	206417673
3	206529989
3	206617131
3	206703091
3	206844248
3	206959062
3	206959086
3	206962201
3	207023276
3	207148384
3	207218732
3	207225795
3	207413237
3	207420762
3	207470669
3	207545528
3	207547720
3	207550272
3	207553836
3	207555271
3	207617808
3	207716022
3	207716108
3	207731639
3	207755615
3	208044143
3	208044773
3	208048153
3	208056164
3	208058223
3	208063573
3	208063825
3	208274438
3	208793978
3	208889261
3	209027687
3	209094943
3	209130133
3	209130483
3	209492904
3	209601607
3	209716623
3	209726284
3	209799006
3	209839200
3	210066364
3	210136222
3	210271533
3	210275583
3	210425706
3	210425878
3	210425925
3	210426289
3	210426314
3	210583319
3	210760174
3	210790310
3	211123147
3	211128815
3	211230808
3	211324579
3	211327406
3	211329773
3	211718686
3	211718758
3	211968759
3	212019925
3	212268761
3	212548418
3	212692256
3	212696569
3	212698619
3	212706839
3	212771163
3	212830475
3	212832524
3	212834842
3	212834868
3	212836525
3	213010285
3	213223036
3	213298419
3	213298747
3	213299144
3	213302124
3	213302418
3	213524975
3	213548374
3	213776627
3	214176019
3	214208285
3	214200967
3	214476991
3	214758947
3	214830550
3	214861641
3	214997753
3	215017358
3	215017751
3	215036562
3	215087731
3	215218459
3	215480082
3	215536260
3	215593060
3	215849247
3	215850458
3	215850632
3	215902752
3	215931370
3	216305962
3	216320623
3	216414961
3	216414998
3	216477504
3	216483610
3	216528512
3	216871403
3	216877039
3	217097706
3	217354617
3	217361538
3	217694945
3	217704313
3	217669263
3	217566621
3	217563358
3	217797393
3	217935763
3	218117031
3	218184179
3	218190805
3	218266352
3	218258052
3	218487875
3	218494175
3	218787839
3	218798134
3	218801149
3	218835935
3	219335861
3	219374790
3	219411814
3	219488538
3	219579391
3	219784123
3	219841873
3	219841911
3	220028220
3	220285862
3	220442329
3	220520850
3	220652588
3	220653256
3	220680533
3	220685987
3	220686743
3	220734691
3	220848936
3	221221111
3	221275467
3	221241050
3	221240885
3	221302217
3	221308065
3	221348215
3	221434045
3	221569407
3	221571223
3	221583442
3	221608034
3	221612816
3	221634693
3	221678136
3	221688583
3	221705978
3	222439800
3	222451007
3	222452287
3	222460453
3	222552611
3	222552746
3	222583057
3	222623324
3	222726491
3	222733587
3	222820187
3	222907159
3	223083433
3	223083077
3	223307664
3	223307685
3	223561082
3	223680598
3	223681776
3	223683758
3	223683787
3	223691967
3	223739585
3	223752352
3	223760471
3	223763365
3	223842795
3	223846169
3	224129579
3	224461560
3	224466672
3	224485669
3	224487247
3	224502756
3	224540609
3	224687774
3	224836554
3	225090282
3	225170986
3	225334013
3	225447101
3	225452666
3	225454492
3	225456599
3	225579187
3	225579411
3	226150355
3	226255634
3	226261547
3	226417635
3	226512372
3	226544325
3	226544415
3	226572738
3	226822424
3	226874010
3	226957202
3	227047799
3	227083822
3	227128965
3	227129108
3	227191973
3	227209034
3	227274031
3	227274507
3	227353926
3	227360535
3	227360576
3	227360806
3	227436151
3	227450962
3	227486499
3	227623869
3	227624308
3	227827542
3	227916988
3	227937959
3	227970100
3	228074534
3	228093802
3	228250735
3	228264793
3	228266158
3	228369946
3	228370480
3	228370892
3	228372531
3	228451330
3	228451397
3	228547395
3	228550176
3	228655314
3	228702487
3	228720643
3	228987774
3	228999318
3	229036482
3	229131539
3	229192335
3	229196908
3	229259920
3	229261950
3	229385474
3	229637940
3	229656906
3	229664886
3	229865894
3	229906003
3	230157293
3	230182652
3	230393305
3	230393951
3	230443916
3	230537170
3	230535265
3	230526530
3	230508942
3	230508861
3	230608052
3	230658950
3	230666542
3	230669730
3	230669983
3	230750417
3	230788139
3	230959146
3	230993019
3	231022793
3	231022896
3	231088786
3	231110891
3	231114743
3	231179926
3	231825546
3	231869311
3	231876766
3	231891332
3	231981893
3	231994167
3	231999311
3	232018158
3	232044700
3	232044105
3	232094969
4	29441
4	30789
4	30838
4	31028
4	31326
4	32233
4	32475
4	140209
4	515015
4	596470
4	608683
4	609379
4	691411
4	825132
4	764133
4	813946
4	832195
4	845564
4	1093747
4	1047561
4	1151547
4	1881160
4	1986674
4	2653924
4	2664737
4	2681396
4	2691206
4	2766471
4	2865776
4	2980645
4	2997685
4	2998277
4	3140718
4	3246126
4	3246263
4	3407887
4	3462904
4	3462992
4	3463205
4	3595187
4	3596029
4	3600690
4	3890824
4	4057478
4	1265285
4	1264828
4	1255529
4	1255163
4	1222568
4	1222288
4	1220753
4	1219776
4	1458931
4	1461490
4	1483302
4	1484632
4	1485494
4	1493100
4	1510294
4	4211367
4	4322559
4	4325700
4	4476092
4	5246710
4	5419293
4	5466640
4	5590650
4	5707187
4	5709812
4	5980646
4	5990508
4	6109125
4	6386989
4	6411812
4	6412404
4	6412557
4	6412821
4	6418617
4	6439018
4	6553720
4	6545029
4	6600076
4	6625084
4	6686320
4	7007998
4	7016560
4	7155405
4	7172555
4	7174847
4	7176713
4	7263920
4	7436345
4	7437223
4	7468959
4	7469188
4	7489332
4	7566111
4	7541289
4	7618125
4	7618284
4	7716412
4	7726313
4	7929588
4	9350736
4	9350964
4	9353851
4	9493236
4	9588938
4	9760095
4	9859141
4	9891505
4	9963787
4	10087637
4	10181663
4	10228930
4	10230283
4	10651614
4	10656171
4	10697685
4	10768886
4	10795858
4	10877865
4	10903835
4	11075210
4	11332088
4	11385233
4	11389064
4	11467364
4	11576332
4	11646942
4	11824245
4	11916567
4	11916607
4	11916670
4	12050310
4	12082791
4	12606643
4	12909960
4	13126886
4	13127323
4	13130214
4	13771270
4	13814785
4	13815752
4	13863477
4	14033065
4	14036462
4	14040173
4	14349231
4	14378055
4	14541356
4	14522864
4	14573101
4	14685198
4	14725893
4	14814530
4	14819228
4	14827954
4	14856309
4	14857288
4	14861376
4	14930170
4	14992306
4	15350952
4	15529476
4	15529504
4	15617058
4	15688231
4	15696306
4	15697982
4	15827915
4	15860225
4	16095882
4	16128675
4	16130336
4	16213870
4	16233384
4	16305381
4	16376197
4	16500659
4	16604760
4	16843708
4	17158492
4	17237080
4	17327987
4	17334088
4	17334134
4	17500823
4	17720969
4	17983623
4	18022273
4	18117835
4	18154374
4	18156582
4	18156626
4	18156706
4	18209282
4	18587500
4	18587566
4	18682174
4	18794477
4	18800514
4	18810001
4	18910790
4	18912221
4	18916144
4	18990601
4	18990989
4	19082149
4	19113430
4	19127039
4	19182718
4	19251532
4	19424396
4	19425201
4	19433237
4	19436201
4	19437405
4	19601405
4	19612467
4	19613869
4	19615919
4	19616738
4	19859745
4	19944254
4	20054320
4	20102344
4	20118675
4	20512322
4	20547338
4	20741621
4	20906454
4	20908605
4	21220943
4	21430542
4	21430868
4	21583807
4	21585468
4	21670706
4	21673420
4	21820662
4	21905131
4	21914608
4	21914693
4	22526835
4	22527040
4	22530923
4	22552328
4	22553353
4	22553686
4	22561063
4	22614767
4	22623381
4	22623792
4	22624264
4	22707921
4	22712785
4	22836203
4	22836106
4	22958737
4	22960038
4	22981306
4	22981553
4	22982807
4	23072527
4	23072904
4	23157987
4	23162796
4	23190139
4	23380413
4	23426703
4	23427199
4	23523733
4	23524571
4	23555272
4	23878207
4	23878257
4	23904621
4	23904789
4	23907131
4	23907274
4	23947893
4	23951340
4	24060995
4	24187210
4	24186328
4	24186299
4	24186130
4	24403628
4	24417533
4	24418901
4	24419827
4	24422465
4	24459680
4	24764275
4	24764526
4	24764576
4	24764627
4	24909625
4	24909766
4	24977657
4	24977720
4	24977789
4	24977811
4	24979001
4	24979056
4	24979278
4	25211311
4	25211444
4	25326618
4	25327117
4	25328335
4	25336734
4	25399284
4	25463955
4	25639678
4	25662545
4	25742390
4	25789256
4	25797161
4	25980610
4	25991706
4	26129934
4	26180015
4	26426951
4	26403314
4	26408541
4	26684552
4	26730656
4	26805210
4	26861674
4	26844695
4	26833607
4	26821163
4	26888462
4	26914157
4	27018649
4	27019495
4	27021852
4	27180941
4	27256705
4	27418086
4	27454809
4	27455130
4	27457267
4	28027491
4	28094456
4	28123397
4	28324751
4	28350977
4	28834097
4	28836464
4	28921405
4	28980120
4	28984241
4	28985737
4	29117019
4	29124859
4	29125239
4	29127471
4	29151318
4	29151376
4	29164960
4	29169121
4	29335471
4	29344963
4	29360539
4	30199190
4	30474447
4	30430665
4	30929128
4	30932779
4	30932807
4	30933027
4	30948899
4	30949186
4	30950884
4	30951206
4	30951338
4	30954287
4	31004832
4	31060164
4	31062953
4	31065124
4	31070640
4	31108073
4	31115445
4	31245730
4	31249932
4	31256004
4	31306276
4	31578260
4	31676390
4	31713714
4	31844172
4	32055291
4	32060494
4	32060613
4	32165780
4	32142154
4	32232884
4	32244577
4	32497909
4	32689215
4	32813883
4	32813841
4	32812132
4	32791915
4	33116017
4	33126199
4	33361597
4	33429862
4	33662915
4	33699741
4	33697288
4	33821281
4	34054874
4	34055155
4	34080890
4	34223553
4	34298593
4	34335288
4	34558867
4	34557833
4	34653156
4	34653838
4	34901943
4	34957602
4	35100752
4	35133733
4	35171264
4	35218212
4	35216489
4	35543181
4	35626100
4	35627494
4	35809689
4	35985028
4	36029293
4	36124942
4	36310096
4	36495378
4	36902844
4	36905691
4	36906008
4	36907879
4	36931185
4	37017682
4	37022660
4	37107792
4	37258811
4	37297639
4	37442837
4	37457026
4	37570519
4	37597132
4	37762885
4	38022745
4	38027084
4	38028705
4	38067335
4	38236003
4	38286376
4	38286974
4	38292474
4	38292608
4	38335040
4	38595809
4	38725625
4	38801454
4	38939330
4	38955910
4	39000278
4	39139187
4	39243694
4	39245812
4	39245835
4	39331799
4	39542254
4	39596039
4	39596940
4	39604275
4	39708936
4	39794414
4	39795604
4	39795895
4	39797176
4	39779729
4	39783440
4	39787416
4	39973955
4	39979502
4	40157949
4	40343504
4	40344799
4	40351711
4	40358905
4	40685491
4	40685706
4	40688441
4	40692843
4	40718695
4	40810994
4	40810953
4	40810532
4	41028698
4	41182099
4	41192934
4	41239571
4	41356976
4	41663874
4	41672606
4	41846128
4	41851034
4	41851796
4	41894586
4	42102188
4	42141036
4	42141062
4	42257485
4	42261354
4	42366405
4	42367585
4	42428796
4	42399786
4	42550023
4	42591281
4	42633543
4	42634337
4	42641091
4	42768787
4	42915732
4	42920307
4	43055987
4	43056149
4	43171700
4	43188296
4	43188333
4	43188420
4	43233005
4	43280755
4	43589685
4	43590080
4	43591822
4	43643022
4	43643338
4	43643367
4	43657512
4	43657542
4	43657563
4	43660074
4	43828360
4	43969748
4	43970998
4	43972201
4	43972229
4	43972261
4	43972578
4	44182524
4	44196801
4	44455301
4	44504375
4	44581917
4	44581946
4	44582158
4	44582257
4	44750058
4	44751539
4	44779455
4	44858842
4	44828020
4	44812390
4	44954006
4	44957920
4	44958563
4	45188783
4	45263191
4	45263248
4	45265907
4	45269357
4	45666907
4	45667426
4	45669809
4	45768625
4	45770385
4	45846077
4	45846650
4	45847149
4	45849607
4	46042798
4	46056372
4	46156027
4	46166309
4	46326808
4	46327268
4	46359537
4	46423649
4	46540094
4	46650151
4	46864314
4	46864345
4	46930681
4	46934488
4	46935396
4	46936174
4	47199091
4	47455062
4	47563259
4	47591749
4	47591777
4	47592757
4	47592972
4	47593005
4	47593107
4	47593487
4	47537578
4	47537552
4	47537421
4	47535719
4	48156367
4	48348435
4	48658967
4	49413636
4	49451343
4	49446040
4	49552166
4	49552256
4	49919717
4	50101530
4	50100852
4	50088008
4	50156713
4	50157607
4	50157636
4	50157662
4	50159391
4	50290210
4	50290231
4	50313270
4	50315060
4	50336184
7	55081511
7	55205484
7	55205424
7	55423372
7	55630516
7	55761434
7	55761806
7	55945595
7	56033583
7	56077379
7	56116560
7	56420894
7	56736311
7	57083072
7	57146561
7	57146612
7	57261787
7	57331791
7	57334359
7	57635914
7	57949169
7	58926739
7	59091311
7	59144177
7	59267866
7	59304974
7	59447600
7	59635303
7	59635640
7	59660581
7	59782593
7	59977091
7	60011312
7	60071932
7	60099952
7	60102922
7	60103076
7	60117258
7	60117418
7	60314454
7	60582782
7	60588221
7	61206762
7	62117753
7	62300945
4	50775740
4	50780080
4	50854658
4	50858102
4	50858273
4	50858329
4	50858415
4	50922646
4	51259393
4	51297812
4	51300012
4	51462642
4	51567148
4	51868490
4	52014857
4	52016633
4	52016728
4	52095744
4	52861388
4	52898488
4	52899442
4	52900089
4	52921489
4	52921569
4	52941976
4	53080122
4	53080886
4	53193654
4	53193887
4	53258301
4	53259032
4	53259265
4	53260938
4	53261228
4	53294650
4	53441477
4	53729112
4	53968942
4	53962011
4	53961975
4	53961719
4	53961224
4	53922083
4	54043545
4	54100264
4	54127404
4	54330863
4	54423314
4	54543285
4	54552245
4	54553635
4	54640244
4	54847165
4	54918663
4	55047492
4	55047396
4	55084097
4	55083585
4	55083429
4	55004212
4	55392018
4	55730740
4	55846752
4	55862084
4	55914303
4	56076361
4	56061526
4	56028616
4	56152301
4	56152339
4	56312802
4	56499109
4	56533267
4	56647113
4	56742000
4	56858676
4	56859957
4	56860202
4	56860597
4	56860849
4	56970393
4	56970772
4	57011656
4	57013552
4	57221310
4	57373929
4	57374005
4	57571231
4	57876292
4	57945562
4	57945639
4	57945896
4	57946337
4	57946388
4	57947159
4	58031648
4	58033711
4	58033932
4	58034224
4	58264057
4	58469363
4	58610280
4	58976890
4	58960129
4	58957964
4	58957933
4	58956443
4	59036465
4	59065795
4	59069101
4	59188746
4	59295529
